master_id,primary_study_or_review_level,domain,instrument,threshold,definition_class,assessor,patient_reported,timing,composite_rule,any_one_domain_counts_as_response,validated_for_inph,mcid_source,notes,pdf,page_or_table,definition_class_norm,patient_reported_norm,validated_norm,mcid_norm,outcome_group,source_label_validated_threshold,general_instrument_validation_only,threshold_validated_for_inph_shunt_response,threshold_validation_status,patient_reported_clear,mcid_explicitly_unreported,mcid_not_applicable,instrument_validation_source_described,mcid_source_specific_to_inph_shunt_response,statistical_change_only,author_defined
FT-003,REVIEW_LEVEL,Cognition,Domain-specific continuous scales,Raw-score direction harmonized; SMCR computed with r=0.5,STATISTICAL_CHANGE_ONLY,Mixed,Mixed,Varied,Separate domains,NO,NO,NR,"Effect metric is standardized mean change, not an MCID or individual response threshold.",MESCLADOS 2,M2 pp.78–87; Tables 3–5,STATISTICAL_CHANGE_ONLY,MIXED,NO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-003,REVIEW_LEVEL,Gait,Domain-specific continuous scales,Raw-score direction harmonized; SMCR computed with r=0.5,STATISTICAL_CHANGE_ONLY,Mixed,Mixed,Varied,Separate domains,NO,NO,NR,"Effect metric is standardized mean change, not an MCID or individual response threshold.",MESCLADOS 2,M2 pp.78–87; Tables 3–5,STATISTICAL_CHANGE_ONLY,MIXED,NO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-003,REVIEW_LEVEL,General function,Domain-specific continuous scales,Raw-score direction harmonized; SMCR computed with r=0.5,STATISTICAL_CHANGE_ONLY,Mixed,Mixed,Varied,Separate domains,NO,NO,NR,"Effect metric is standardized mean change, not an MCID or individual response threshold.",MESCLADOS 2,M2 pp.78–87; Tables 3–5,STATISTICAL_CHANGE_ONLY,MIXED,NO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-003,REVIEW_LEVEL,Incontinence,Domain-specific continuous scales,Raw-score direction harmonized; SMCR computed with r=0.5,STATISTICAL_CHANGE_ONLY,Mixed,Mixed,Varied,Separate domains,NO,NO,NR,"Effect metric is standardized mean change, not an MCID or individual response threshold.",MESCLADOS 2,M2 pp.78–87; Tables 3–5,STATISTICAL_CHANGE_ONLY,MIXED,NO,NR,Urinary,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-005,PRIMARY_STUDY_LEVEL,Cognition,MMSE,Study-specific,AUTHOR_DEFINED,Neuropsychologist/clinician,NO,Post-tap and/or post-shunt; varied,NA,NO,INCERTO,NR,Review proposed an evidence-based battery but did not establish a universal iNPH MCID.,MESCLADOS 2,M2 pp.236–247,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-005,PRIMARY_STUDY_LEVEL,Cognition,MoCA,Study-specific,AUTHOR_DEFINED,Neuropsychologist/clinician,NO,Post-tap and/or post-shunt; varied,NA,NO,INCERTO,NR,Review proposed an evidence-based battery but did not establish a universal iNPH MCID.,MESCLADOS 2,M2 pp.236–247,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-005,PRIMARY_STUDY_LEVEL,Cognition,Frontal Assessment Battery,Study-specific,AUTHOR_DEFINED,Neuropsychologist/clinician,NO,Post-tap and/or post-shunt; varied,NA,NO,INCERTO,NR,Review proposed an evidence-based battery but did not establish a universal iNPH MCID.,MESCLADOS 2,M2 pp.236–247,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-005,PRIMARY_STUDY_LEVEL,Cognition,Trail Making Test,Study-specific,AUTHOR_DEFINED,Neuropsychologist/clinician,NO,Post-tap and/or post-shunt; varied,NA,NO,INCERTO,NR,Review proposed an evidence-based battery but did not establish a universal iNPH MCID.,MESCLADOS 2,M2 pp.236–247,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-005,PRIMARY_STUDY_LEVEL,Cognition,Digit Span,Study-specific,AUTHOR_DEFINED,Neuropsychologist/clinician,NO,Post-tap and/or post-shunt; varied,NA,NO,INCERTO,NR,Review proposed an evidence-based battery but did not establish a universal iNPH MCID.,MESCLADOS 2,M2 pp.236–247,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-005,PRIMARY_STUDY_LEVEL,Cognition,Verbal learning/memory tests,Study-specific,AUTHOR_DEFINED,Neuropsychologist/clinician,NO,Post-tap and/or post-shunt; varied,NA,NO,INCERTO,NR,Review proposed an evidence-based battery but did not establish a universal iNPH MCID.,MESCLADOS 2,M2 pp.236–247,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-007,PRIMARY_STUDY_LEVEL,Apathy,Apathy Evaluation Scale / apathy scales,Validated scale cutoff or study definition,VALIDATED_THRESHOLD,Clinician/research assessor,MIXED,Baseline and post-treatment; varied,NA,NO,Not specifically for iNPH,Instrument validation source varies,"Validated psychiatric instruments, but not necessarily validated as shunt-response measures in iNPH.",MESCLADOS 1,M1 pp.37–47,VALIDATED_THRESHOLD,MIXED,NOT_SPECIFICALLY_FOR_INPH,INSTRUMENT_VALIDATION_SOURCE_VARIES,Global / mixed,TRUE,TRUE,FALSE,GENERAL_INSTRUMENT_VALIDATION_ONLY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FT-007,PRIMARY_STUDY_LEVEL,Depression,Geriatric Depression Scale / depression scales,Validated scale cutoff or study definition,VALIDATED_THRESHOLD,Clinician/research assessor,MIXED,Baseline and post-treatment; varied,NA,NO,Not specifically for iNPH,Instrument validation source varies,"Validated psychiatric instruments, but not necessarily validated as shunt-response measures in iNPH.",MESCLADOS 1,M1 pp.37–47,VALIDATED_THRESHOLD,MIXED,NOT_SPECIFICALLY_FOR_INPH,INSTRUMENT_VALIDATION_SOURCE_VARIES,Global / mixed,TRUE,TRUE,FALSE,GENERAL_INSTRUMENT_VALIDATION_ONLY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FT-007,PRIMARY_STUDY_LEVEL,Multiple neuropsychiatric symptoms,Neuropsychiatric Inventory,Validated scale cutoff or study definition,VALIDATED_THRESHOLD,Clinician/research assessor,MIXED,Baseline and post-treatment; varied,NA,NO,Not specifically for iNPH,Instrument validation source varies,"Validated psychiatric instruments, but not necessarily validated as shunt-response measures in iNPH.",MESCLADOS 1,M1 pp.37–47,VALIDATED_THRESHOLD,MIXED,NOT_SPECIFICALLY_FOR_INPH,INSTRUMENT_VALIDATION_SOURCE_VARIES,Cognition,TRUE,TRUE,FALSE,GENERAL_INSTRUMENT_VALIDATION_ONLY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FT-007,PRIMARY_STUDY_LEVEL,Psychiatric diagnosis,Clinician diagnosis/medical record,Validated scale cutoff or study definition,VALIDATED_THRESHOLD,Clinician/research assessor,MIXED,Baseline and post-treatment; varied,NA,NO,Not specifically for iNPH,Instrument validation source varies,"Validated psychiatric instruments, but not necessarily validated as shunt-response measures in iNPH.",MESCLADOS 1,M1 pp.37–47,VALIDATED_THRESHOLD,MIXED,NOT_SPECIFICALLY_FOR_INPH,INSTRUMENT_VALIDATION_SOURCE_VARIES,Global / mixed,TRUE,TRUE,FALSE,GENERAL_INSTRUMENT_VALIDATION_ONLY,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FT-008,PRIMARY_STUDY_LEVEL,Atypical/neuropsychiatric symptoms,Case-series clinical description,Author-defined improvement,CLINICAL_JUDGMENT,Treating clinician,Mixed,Post-shunt; varied,NA,NO,NO,NR,Atypical manifestations were often reported descriptively; causal attribution to shunt response is limited.,MESCLADOS 1,M1 pp.129–142,CLINICAL_JUDGMENT,MIXED,NO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-012,PRIMARY_STUDY_LEVEL,Gait,10-meter walk test,Study-specific percentage/time change,AUTHOR_DEFINED,Research assessor,NO,2 h to 72 h after tap; postoperative varied,Varied,INCERTO,INCERTO,NR,Threshold heterogeneity was a major source of diagnostic-accuracy heterogeneity.,MESCLADOS 1,M1 pp.5–22; Tables/Supplement,AUTHOR_DEFINED,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-012,PRIMARY_STUDY_LEVEL,Gait,Timed Up and Go (TUG),Study-specific; often percentage or seconds change,AUTHOR_DEFINED,Research assessor,NO,1–2 days after tap; postoperative varied,Varied,INCERTO,INCERTO,NR,Threshold heterogeneity was a major source of diagnostic-accuracy heterogeneity.,MESCLADOS 1,M1 pp.5–22; Tables/Supplement,AUTHOR_DEFINED,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-012,PRIMARY_STUDY_LEVEL,Gait,3-m reciprocating walking test,Study-specific,AUTHOR_DEFINED,Research assessor,NO,After tap; varied,Varied,INCERTO,INCERTO,NR,Threshold heterogeneity was a major source of diagnostic-accuracy heterogeneity.,MESCLADOS 1,M1 pp.5–22; Tables/Supplement,AUTHOR_DEFINED,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-012,PRIMARY_STUDY_LEVEL,Cognition,MMSE,Study-specific point change,AUTHOR_DEFINED,Research assessor,NO,Up to 1 week after tap; postoperative varied,Varied,INCERTO,INCERTO,NR,Threshold heterogeneity was a major source of diagnostic-accuracy heterogeneity.,MESCLADOS 1,M1 pp.5–22; Tables/Supplement,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-012,PRIMARY_STUDY_LEVEL,Cognition,Bingley memory / reaction-time tests,Study-specific,AUTHOR_DEFINED,Research assessor,NO,Hours after tap; postoperative varied,Varied,INCERTO,INCERTO,NR,Threshold heterogeneity was a major source of diagnostic-accuracy heterogeneity.,MESCLADOS 1,M1 pp.5–22; Tables/Supplement,AUTHOR_DEFINED,NO,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-012,PRIMARY_STUDY_LEVEL,Global/triad,iNPH Grading Scale (iNPHGS),Study-specific improvement in one or more domains,AUTHOR_DEFINED,Research assessor,NO,1–7 days after tap; postoperative varied,Varied,INCERTO,INCERTO,NR,Threshold heterogeneity was a major source of diagnostic-accuracy heterogeneity.,MESCLADOS 1,M1 pp.5–22; Tables/Supplement,AUTHOR_DEFINED,NO,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-012,PRIMARY_STUDY_LEVEL,Function,modified Rankin Scale,Study-specific grade improvement,AUTHOR_DEFINED,Research assessor,NO,Post-shunt; varied,Varied,INCERTO,INCERTO,NR,Threshold heterogeneity was a major source of diagnostic-accuracy heterogeneity.,MESCLADOS 1,M1 pp.5–22; Tables/Supplement,AUTHOR_DEFINED,NO,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-013,REVIEW_LEVEL,Gait,Symptom-specific clinical scales,Any author-defined postoperative improvement,AUTHOR_DEFINED,Mixed,Mixed,Short to long term,Separate domains,NO,INCERTO,NR,Review synthesized temporal patterns; timing and instruments varied.,MESCLADOS 2,M2 pp.220–235,AUTHOR_DEFINED,MIXED,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-013,REVIEW_LEVEL,Cognition,Symptom-specific clinical scales,Any author-defined postoperative improvement,AUTHOR_DEFINED,Mixed,Mixed,Short to long term,Separate domains,NO,INCERTO,NR,Review synthesized temporal patterns; timing and instruments varied.,MESCLADOS 2,M2 pp.220–235,AUTHOR_DEFINED,MIXED,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-013,REVIEW_LEVEL,Urinary symptoms,Symptom-specific clinical scales,Any author-defined postoperative improvement,AUTHOR_DEFINED,Mixed,Mixed,Short to long term,Separate domains,NO,INCERTO,NR,Review synthesized temporal patterns; timing and instruments varied.,MESCLADOS 2,M2 pp.220–235,AUTHOR_DEFINED,MIXED,INCERTO,NR,Urinary,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-015,GUIDELINE/REVIEW_LEVEL,Global response,Six-step algorithm response assessment,Multimodal clinical judgment,CLINICAL_JUDGMENT,Multidisciplinary team,Mixed,Preoperative drainage and post-shunt follow-up,Multimodal,INCERTO,NO,NR,Algorithmic recommendation; not a validated individual MCID.,MESCLADOS 2,M2 pp.174–183,CLINICAL_JUDGMENT,MIXED,NO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FT-016,PRIMARY_STUDY_LEVEL,Gait,Timed Up and Go / walking speed,Commonly ≥10% improvement or study-specific,AUTHOR_DEFINED,Mixed,Mixed,Hours to days after tap; postoperative varied,Varied,VARIED,INCERTO,NR,"Thresholds varied; no single standard established. Large volume, timing, and criteria were not standardized.",MESCLADOS 1,M1 pp.48–65,AUTHOR_DEFINED,MIXED,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-016,PRIMARY_STUDY_LEVEL,Gait,10-meter walk / gait velocity,Study-specific absolute or percent change,AUTHOR_DEFINED,Mixed,Mixed,Hours to days after tap; postoperative varied,Varied,VARIED,INCERTO,NR,"Timing strongly influences detection. Large volume, timing, and criteria were not standardized.",MESCLADOS 1,M1 pp.48–65,AUTHOR_DEFINED,MIXED,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-016,PRIMARY_STUDY_LEVEL,Cognition,MMSE / MoCA and neuropsychological tests,Study-specific point change,AUTHOR_DEFINED,Mixed,Mixed,Hours to days after tap; postoperative varied,Varied,VARIED,INCERTO,NR,"Delayed cognitive reassessment may capture response. Large volume, timing, and criteria were not standardized.",MESCLADOS 1,M1 pp.48–65,AUTHOR_DEFINED,MIXED,INCERTO,NR,Cognition,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-016,PRIMARY_STUDY_LEVEL,Urinary,iNPHGS urinary domain / symptom report,Study-specific,AUTHOR_DEFINED,Mixed,Mixed,Hours to days after tap; postoperative varied,Varied,VARIED,INCERTO,NR,"Often patient/caregiver-reported. Large volume, timing, and criteria were not standardized.",MESCLADOS 1,M1 pp.48–65,AUTHOR_DEFINED,MIXED,INCERTO,NR,Urinary,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-016,PRIMARY_STUDY_LEVEL,Global,Any-domain response,Improvement in any assessed domain,AUTHOR_DEFINED,Mixed,Mixed,Hours to days after tap; postoperative varied,Varied,YES/VARIED,INCERTO,NR,"Composite rules varied; any one domain often counted in some studies. Large volume, timing, and criteria were not standardized.",MESCLADOS 1,M1 pp.48–65,AUTHOR_DEFINED,MIXED,INCERTO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-018,PRIMARY_STUDY_LEVEL,Gait/mobility,Timed Up and Go,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 2,M2 pp.149–160,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-018,PRIMARY_STUDY_LEVEL,Gait/mobility,10-meter walk / gait speed,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 2,M2 pp.149–160,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-018,PRIMARY_STUDY_LEVEL,Gait/mobility,Stride length/cadence,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 2,M2 pp.149–160,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-018,PRIMARY_STUDY_LEVEL,Gait/mobility,Balance/postural stability measure,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 2,M2 pp.149–160,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-020,PRIMARY_STUDY_LEVEL,Gait/mobility,Timed Up and Go,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 1,M1 pp.226–250,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-020,PRIMARY_STUDY_LEVEL,Gait/mobility,10-meter walk / gait speed,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 1,M1 pp.226–250,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-020,PRIMARY_STUDY_LEVEL,Gait/mobility,Stride length/cadence,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 1,M1 pp.226–250,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-020,PRIMARY_STUDY_LEVEL,Gait/mobility,Balance/postural stability measure,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 1,M1 pp.226–250,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-024,PRIMARY_STUDY_LEVEL,Gait/mobility,Timed Up and Go,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 2,M2 pp.192–202,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-024,PRIMARY_STUDY_LEVEL,Gait/mobility,10-meter walk / gait speed,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 2,M2 pp.192–202,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-024,PRIMARY_STUDY_LEVEL,Gait/mobility,Stride length/cadence,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 2,M2 pp.192–202,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-024,PRIMARY_STUDY_LEVEL,Gait/mobility,Balance/postural stability measure,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 2,M2 pp.192–202,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-056,PRIMARY_STUDY_LEVEL,Gait/mobility,Timed Up and Go,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 3,M3 pp.215–242,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-056,PRIMARY_STUDY_LEVEL,Gait/mobility,10-meter walk / gait speed,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 3,M3 pp.215–242,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-056,PRIMARY_STUDY_LEVEL,Gait/mobility,Stride length/cadence,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 3,M3 pp.215–242,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-056,PRIMARY_STUDY_LEVEL,Gait/mobility,Balance/postural stability measure,Study-specific change,STATISTICAL_CHANGE_ONLY,Instrumented/clinical assessor,NO,After tap and/or shunt; varied,NA,NO,INCERTO,NR,Most reports used statistical or author-defined change rather than an iNPH-specific MCID.,MESCLADOS 3,M3 pp.215–242,STATISTICAL_CHANGE_ONLY,NO,INCERTO,NR,Gait / mobility,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FT-021,PRIMARY_STUDY_LEVEL,Global response,Machine-learning target label,Study-specific responder label,AUTHOR_DEFINED,Derived from clinical record/outcome scale,Mixed,Post-shunt; varied,Often binary composite,INCERTO,NO,NR,Label heterogeneity and possible leakage/overfitting limit comparability.,MESCLADOS 1,M1 pp.149–159,AUTHOR_DEFINED,MIXED,NO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-027,PRIMARY_STUDY_LEVEL,Global response,Machine-learning target label,Study-specific responder label,AUTHOR_DEFINED,Derived from clinical record/outcome scale,Mixed,Post-shunt; varied,Often binary composite,INCERTO,NO,NR,Label heterogeneity and possible leakage/overfitting limit comparability.,MESCLADOS 2,M2 pp.161–173,AUTHOR_DEFINED,MIXED,NO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
FT-022,OWN_COHORT,Global response,Expert neurosurgeon clinical assessment,No clear objective threshold reported,CLINICAL_JUDGMENT,Expert neurosurgeon,Mixed,1 month and 1 year,Global judgment,INCERTO,NO,NR,Authors explicitly acknowledged absence of clear response standards.,MESCLADOS 3,M3 pp.206–214,CLINICAL_JUDGMENT,MIXED,NO,NR,Global / mixed,FALSE,FALSE,FALSE,NOT_VALIDATED_OR_NOT_REPORTED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
